id,G_Played,Pts,Reb,Asist
7862,22,19.8,6.5,0.8
7863,5,1.2,0.8,0.2
7864,61,2.3,1.5,0.1
7865,59,8.0,3.7,1.6
7866,80,6.6,6.8,0.5
7867,2,2.5,1.5,0.0
7868,2,0.5,0.0,0.5
7869,81,15.1,8.8,1.0
7870,22,1.7,0.7,0.3
7871,2,1.5,0.5,0.0
7872,37,3.9,1.4,0.2
7873,73,4.1,1.9,0.9
7874,2,1.0,1.0,0.0
7875,48,2.8,0.9,1.5
7876,29,2.2,1.0,0.3
7877,76,8.3,3.2,3.2
7878,14,1.4,1.8,0.1
7879,76,10.4,6.5,1.6
7880,36,5.6,4.6,0.8
7881,73,7.5,2.2,3.7
7882,28,1.7,1.5,0.4
7883,2,0.0,0.5,0.0
7884,11,1.3,1.5,0.2
7885,81,10.8,6.6,1.1
7886,31,2.4,1.4,2.1
7887,63,2.7,3.4,0.4
7888,52,4.9,2.8,0.5
7889,15,6.3,1.7,1.3
7890,30,11.7,5.5,9.8
7891,83,12.3,2.4,4.1
7892,81,13.2,2.9,3.5
7893,60,4.5,1.8,1.0
7894,50,2.7,0.8,0.3
7895,73,9.6,2.8,2.0
7896,45,6.2,1.8,2.7
7897,65,9.7,3.0,5.6
7898,43,2.7,1.3,0.3
7899,54,4.0,6.2,0.4
7900,80,13.1,3.9,4.1
7901,3,3.7,0.0,0.3
7902,82,10.1,2.7,1.6
7903,11,1.7,0.2,0.2
7904,82,9.5,4.2,8.6
7905,53,3.4,2.5,0.4
7906,7,2.3,0.7,0.0
7907,65,5.4,3.9,0.8
7908,82,11.1,8.5,0.9
7909,73,13.9,2.3,2.1
7910,25,3.0,0.9,0.8
7911,24,0.3,0.6,0.4
7912,31,4.8,5.6,0.8
7913,75,2.8,1.4,3.2
7914,80,13.2,8.3,3.0
7915,9,1.7,1.1,0.6
7916,82,11.7,9.2,0.9
7917,5,8.4,0.8,1.0
7918,62,17.6,3.5,8.8
7919,64,4.9,4.5,0.3
7920,70,5.7,4.0,0.5
7921,72,14.5,4.7,5.0
7922,23,3.9,0.7,1.6
7923,55,8.7,9.6,1.1
7924,46,3.8,3.8,0.3
7925,3,1.7,1.0,0.3
7926,20,1.0,0.9,0.1
7927,21,2.2,1.9,0.6
7928,80,13.8,4.1,4.1
7929,81,11.9,3.5,2.6
7930,37,4.4,3.5,0.4
7931,45,3.2,1.0,0.4
7932,79,9.1,4.4,1.6
7933,82,16.4,3.5,2.4
7934,41,4.0,1.8,0.8
7935,56,8.7,1.8,3.9
7936,55,5.0,1.4,0.9
7937,62,13.6,4.7,1.8
7938,43,10.0,2.7,1.2
7939,79,17.4,10.1,2.5
7940,53,7.7,6.3,2.6
7941,70,12.8,3.0,5.7
7942,78,24.0,4.3,8.5
7943,72,6.8,5.3,0.9
7944,63,5.4,2.7,0.8
7945,55,6.9,2.9,5.6
7946,15,6.8,1.9,5.7
7947,54,3.3,1.1,0.2
7948,81,3.3,4.1,0.5
7949,82,13.0,6.8,1.1
7950,76,6.0,3.1,1.6
7951,76,12.1,6.9,1.1
7952,81,10.9,3.1,1.0
7953,61,6.3,3.6,1.5
7954,79,17.9,6.0,2.3
7955,70,4.8,4.4,0.5
7956,59,8.2,6.2,1.5
7957,74,15.1,9.7,3.0
7958,81,10.2,1.5,0.8
7959,82,9.4,6.4,0.8
7960,61,14.6,7.0,1.3
7961,51,4.0,1.7,1.3
7962,55,9.0,3.8,1.7
7963,3,2.0,0.3,0.3
7964,21,1.0,1.2,0.1
7965,68,16.7,2.3,5.7
7966,77,4.5,1.6,0.9
7967,72,13.0,3.2,3.0
7968,26,1.1,0.6,0.5
7969,51,2.7,0.9,1.0
7970,77,14.4,6.2,2.5
7971,34,14.3,4.2,7.9
7972,24,2.3,0.6,1.4
7973,50,7.0,4.2,1.2
7974,5,1.2,1.4,0.6
7975,30,2.3,2.0,0.7
7976,23,7.7,7.2,0.8
7977,65,4.7,4.8,1.1
7978,77,27.1,6.9,6.3
7979,20,7.5,1.9,1.6
7980,26,2.5,1.1,1.6
7981,19,2.0,2.9,0.3
7982,60,10.4,2.1,3.5
7983,64,3.5,2.3,0.6
7984,82,7.6,4.8,1.0
7985,27,6.3,3.3,1.1
7986,61,5.0,1.6,2.9
7987,63,16.0,5.7,2.9
7988,2,1.0,1.0,1.0
7989,8,1.9,2.6,0.3
7990,9,8.1,3.8,1.2
7991,68,12.3,3.0,4.3
7992,35,4.5,1.5,0.7
7993,59,14.6,7.2,3.6
7994,81,13.2,9.5,1.7
7995,80,11.4,2.8,2.2
7996,82,9.7,3.9,1.1
7997,72,9.8,2.8,1.1
7998,73,9.8,2.9,4.9
7999,78,13.8,7.2,4.6
8000,81,13.8,6.0,1.8
8001,69,23.2,11.1,2.6
8002,82,9.6,3.7,0.9
8003,8,3.3,0.9,0.0
8004,66,12.8,6.2,2.0
8005,6,2.0,0.5,0.5
8006,70,8.7,5.2,1.6
8007,73,17.7,4.2,6.1
8008,54,8.0,2.9,8.8
8009,63,9.3,4.7,4.2
8010,80,13.7,8.6,1.2
8011,67,6.0,1.7,1.4
8012,80,5.9,2.0,0.7
8013,32,4.3,4.2,1.6
8014,81,32.0,7.4,5.5
8015,54,6.5,6.6,1.5
8016,77,26.1,12.5,4.4
8017,68,19.1,3.0,1.8
8018,53,4.7,2.4,0.3
8019,82,12.1,3.8,2.1
8020,73,9.1,2.6,3.9
8021,81,18.4,3.1,2.2
8022,6,13.8,4.3,6.3
8023,80,6.4,5.2,0.5
8024,69,8.4,5.9,1.0
8025,71,12.0,4.0,2.9
8026,79,17.9,4.7,7.4
8027,69,6.2,5.3,1.1
8028,71,20.8,3.6,6.1
8029,62,3.5,1.8,0.4
8030,40,2.7,1.0,1.5
8031,78,9.7,2.8,1.2
8032,24,1.1,0.6,0.5
8033,53,14.2,5.5,2.9
8034,71,4.9,1.9,2.9
8035,81,4.2,3.6,1.3
8036,64,17.9,2.6,1.5
8037,82,13.0,7.5,5.1
8038,54,17.5,8.7,0.9
8039,57,14.2,11.0,1.8
8040,82,6.4,2.0,3.0
8041,52,11.7,2.4,2.2
8042,21,0.7,1.0,0.1
8043,48,5.8,7.9,0.5
8044,71,6.9,3.7,1.2
8045,45,2.2,1.2,0.4
8046,6,1.5,1.5,0.2
8047,37,2.1,1.5,0.3
8048,81,9.4,6.5,1.7
8049,66,3.8,2.0,3.5
8050,56,10.2,3.5,2.7
8051,65,8.5,5.3,1.2
8052,81,10.2,2.1,1.8
8053,60,17.4,9.7,3.4
8054,80,21.7,6.8,3.5
8055,74,17.9,8.5,3.1
8056,75,13.5,4.6,2.4
8057,80,1.6,2.2,0.3
8058,79,6.4,3.7,0.4
8059,58,7.2,2.6,3.2
8060,47,3.8,1.6,1.4
8061,66,9.1,5.1,1.2
8062,70,7.4,4.4,0.9
8063,63,9.9,4.6,2.0
8064,61,3.2,2.1,0.5
8065,72,4.7,1.7,2.6
8066,80,7.4,3.3,1.0
8067,2,3.0,0.5,0.0
8068,29,4.8,2.0,0.6
8069,40,2.5,2.8,0.5
8070,55,7.9,3.1,0.8
8071,70,16.7,6.2,6.3
8072,62,7.2,5.2,0.8
8073,73,17.2,2.9,6.0
8074,82,11.3,4.2,2.3
8075,20,4.2,1.7,0.3
8076,11,1.0,0.6,1.5
8077,82,7.1,2.5,1.6
8078,20,3.8,2.6,0.4
8079,80,9.6,3.6,0.9
8080,80,8.1,7.8,0.5
8081,48,3.8,2.3,0.5
8082,72,8.6,3.7,0.8
8083,74,9.7,2.1,4.3
8084,82,19.0,3.6,5.7
8085,3,0.3,0.0,1.3
8086,44,10.4,1.8,2.5
8087,81,13.5,13.2,0.4
8088,43,4.8,2.8,0.7
8089,65,8.4,9.7,2.2
8090,73,11.2,5.3,1.5
8091,28,1.6,0.4,0.5
8092,72,9.0,1.9,3.2
8093,37,1.8,3.0,0.6
8094,34,6.6,2.4,0.8
8095,29,18.6,8.4,2.6
8096,73,21.8,10.8,2.1
8097,80,7.2,6.2,1.4
8098,6,2.3,0.5,0.5
8099,78,14.0,3.3,2.7
8100,42,2.0,2.4,0.1
8101,63,4.0,1.3,1.1
8102,56,5.9,4.9,0.7
8103,15,2.2,0.6,0.4
8104,65,4.0,2.3,0.7
8105,65,11.9,4.9,0.5
8106,78,7.2,2.2,1.0
8107,77,10.4,6.6,1.5
8108,81,8.0,5.3,1.9
8109,51,6.9,1.5,1.7
8110,78,18.5,11.8,2.7
8111,6,8.8,3.7,1.0
8112,73,16.7,7.8,3.1
8113,50,3.5,1.6,2.3
8114,63,5.7,3.0,0.8
8115,43,4.3,1.8,0.4
8116,68,5.9,4.4,1.0
8117,4,1.5,1.5,0.0
8118,10,2.9,2.0,0.8
8119,73,11.9,4.0,2.0
8120,56,10.1,4.2,3.4
8121,71,11.4,2.6,2.8
8122,78,9.1,6.4,1.6
8123,45,5.6,2.0,0.5
8124,74,6.0,3.0,0.9
8125,67,8.9,3.9,1.5
8126,76,7.3,9.8,0.9
8127,16,1.3,1.1,0.4
8128,75,7.2,2.6,1.3
8129,75,7.6,2.1,3.4
8130,25,3.3,3.4,0.2
8131,74,19.3,10.9,2.0
8132,31,12.5,7.5,0.9
8133,82,10.2,4.9,1.2
8134,67,4.1,1.8,2.6
8135,68,8.9,5.5,7.9
8136,74,5.8,2.5,0.8
8137,50,8.7,1.7,2.4
8138,32,4.0,5.3,0.9
8139,52,6.4,2.8,1.8
8140,46,3.0,2.2,0.3
8141,61,13.7,4.8,0.9
8142,67,28.1,7.3,8.6
8143,12,2.5,0.5,0.7
8144,82,8.4,9.5,1.3
8145,68,21.1,5.9,3.7
8146,76,10.6,7.1,1.1
8147,2,0.0,0.5,1.0
8148,43,5.1,1.6,3.8
8149,71,12.6,3.5,3.1
8150,50,8.7,2.3,1.7
8151,59,9.6,6.7,0.9
8152,67,4.6,3.5,0.8
8153,70,13.5,4.5,1.5
8154,45,4.4,3.0,0.6
8155,22,10.3,5.7,8.8
8156,17,5.3,2.1,1.1
8157,73,4.4,1.2,0.9
8158,20,1.9,0.9,0.5
8159,77,14.5,4.2,6.0
8160,47,3.7,6.4,0.7
8161,36,1.9,1.4,0.2
8162,29,3.7,0.9,1.4
8163,68,7.4,2.6,2.8
8164,75,7.7,2.6,0.8
8165,64,6.3,2.3,2.8
8166,71,9.4,5.9,4.8
8167,80,18.9,2.4,4.1
8168,28,2.6,1.4,0.4
8169,47,4.6,2.3,0.8
8170,80,10.2,2.6,3.8
8171,48,7.9,1.8,0.8
8172,67,7.8,3.3,3.1
8173,81,10.4,4.8,1.6
8174,62,9.2,2.5,1.5
8175,82,12.2,8.7,1.2
8176,81,17.4,7.8,3.8
8177,70,10.5,3.0,4.2
8178,17,2.6,3.3,0.4
8179,1,0.0,0.0,0.0
8180,72,14.0,5.2,1.9
8181,47,4.0,1.4,2.0
8182,63,4.1,1.8,0.4
8183,81,9.4,6.5,1.3
8184,6,1.0,1.8,0.2
8185,67,9.9,4.9,1.6
8186,80,15.5,1.9,2.1
8187,53,4.9,5.1,1.3
8188,29,4.2,2.4,3.1
8189,5,3.6,1.6,1.0
8190,66,7.1,1.4,1.5
8191,69,25.3,6.0,7.4
8192,63,5.0,5.1,1.2
8193,27,7.3,6.1,0.9
8194,12,3.8,1.3,3.8
8195,45,11.8,4.2,3.3
8196,82,15.3,6.2,2.3
8197,42,13.4,2.3,1.0
8198,76,10.4,4.3,0.9
8199,78,7.4,4.9,1.3
8200,66,4.1,3.8,1.4
8201,58,4.2,1.8,2.5
8202,75,9.9,8.1,1.7
8203,67,11.0,5.1,1.8
8204,23,1.2,1.7,0.1
8205,21,2.0,1.6,1.0
8206,42,5.7,1.2,2.3
8207,4,5.5,1.5,1.0
8208,68,14.2,2.6,6.2
8209,32,6.3,5.2,0.4
8210,40,8.5,4.9,1.2
8211,5,1.6,1.0,0.0
8212,73,4.0,4.4,0.5
8213,68,7.8,2.9,1.1
8214,40,4.9,3.0,0.6
8215,52,2.1,1.8,0.9
8216,63,9.4,3.9,1.8
8217,70,15.8,3.0,5.4
8218,55,10.9,7.6,1.4
8219,66,14.6,5.3,6.7
8220,24,8.8,3.7,1.3
8221,55,5.9,4.5,0.6
8222,45,3.5,2.4,0.6
8223,67,4.8,1.9,3.0
8224,72,3.7,1.6,0.7
8225,76,10.1,4.0,1.5
8226,82,8.7,6.2,0.9
8227,32,3.3,1.4,0.5
8228,16,8.4,1.9,2.8
8229,21,1.1,1.8,0.2
8230,33,4.6,2.0,1.4
8231,78,13.3,3.2,1.7
8232,34,3.8,2.2,0.5
8233,76,7.0,2.0,2.0
8234,77,13.9,3.1,1.8
8235,56,6.2,1.1,0.9
8236,82,12.1,2.9,1.7
8237,79,7.7,1.8,2.8
8238,16,2.8,2.4,0.3
8239,64,4.8,6.4,0.3
8240,67,21.9,7.6,5.3
8241,78,9.0,2.7,0.9
8242,81,8.7,4.3,2.9
8243,63,15.3,3.8,3.1
8244,75,7.3,4.3,0.5
8245,82,10.6,4.9,1.3
8246,79,16.6,5.3,6.6
8247,2,2.0,0.0,0.5
8248,75,10.3,11.5,1.1
8249,62,4.2,4.2,0.7
8250,2,11.0,4.5,4.0
8251,81,4.4,1.9,3.5
8252,77,7.8,3.3,3.0
8253,82,13.8,13.5,0.7
8254,4,0.8,0.5,0.3
8255,26,9.8,6.5,1.3
8256,75,9.3,6.1,1.6
8257,59,11.5,5.6,0.8
8258,70,6.6,4.5,0.5
8259,54,4.5,1.7,0.5
8260,6,4.5,3.5,0.7
8261,76,6.3,3.1,0.8
8262,68,17.1,6.3,1.8
8263,12,4.3,1.8,2.0
8264,63,8.6,4.4,1.4
8265,68,14.4,1.9,4.9
8266,72,6.0,2.4,0.9
8267,30,16.9,2.9,5.2
8268,5,1.2,0.2,0.2
8269,51,3.9,2.1,0.8
8270,82,12.8,5.6,2.5
8271,79,7.2,5.0,1.1
8272,76,12.8,2.7,4.3
8273,82,8.5,8.0,0.5
8274,47,3.7,0.7,0.5
8275,75,15.2,3.1,9.6
8276,33,3.7,1.1,2.2
8277,74,3.6,3.6,0.3
8278,32,5.9,2.5,1.3
8279,82,10.2,5.7,1.4
8280,67,3.4,3.8,1.0
8281,29,14.8,4.4,1.6
8282,7,0.4,1.1,0.1
8283,67,6.3,8.1,2.7
8284,40,4.9,2.1,0.6
8285,82,16.9,4.6,2.1
8286,57,5.2,3.8,0.8
8287,68,24.4,10.2,2.2
8288,74,10.7,2.6,0.8
8289,41,5.6,1.8,1.1
8290,64,14.3,7.8,0.9
8291,51,3.3,1.4,0.8
8292,42,10.3,2.4,2.5
8293,76,14.1,5.4,2.3
8294,52,5.3,4.3,1.4
8295,82,9.8,2.8,1.0
8296,33,11.7,6.7,1.1
8297,58,7.5,3.6,1.6
8298,63,6.0,5.8,0.7
8299,62,10.3,6.4,1.1
8300,40,6.1,2.1,0.6
8301,70,7.7,7.5,0.9
8302,35,1.8,0.6,0.3
8303,81,4.3,1.7,3.6
8304,80,23.8,4.3,7.7
8305,73,5.8,3.5,1.2
8306,34,4.3,1.4,3.1
8307,82,8.9,3.8,2.2
8308,3,0.7,0.3,0.3
8309,55,5.4,1.4,2.8
8310,20,2.9,1.5,0.3
8311,63,5.4,2.6,0.7
8312,57,4.8,3.5,0.9
8313,26,1.8,1.0,0.6
8314,78,5.9,2.3,3.3
8315,5,4.0,0.2,0.6
8316,76,6.2,2.3,3.0
8317,51,5.1,2.2,2.5
8318,38,13.5,4.1,1.2
8319,2,0.0,1.0,0.5
8320,54,5.7,5.6,0.6
8321,68,6.5,4.6,0.7
8322,52,8.2,4.8,1.5
8323,11,5.2,2.5,5.5
8324,69,6.3,6.6,0.5
8325,5,0.8,0.2,0.2
8326,27,13.9,4.2,3.0
8327,74,7.4,2.8,1.1
8328,74,5.6,4.6,0.8
8329,65,16.6,8.4,1.7
8330,76,15.2,7.2,3.2
8331,32,6.7,5.1,0.9
8332,47,5.2,3.6,0.7
8333,82,11.6,2.0,3.2
8334,26,5.1,1.2,1.8
8335,10,2.4,2.0,0.1
8336,72,17.9,4.2,4.1
8337,66,5.8,2.0,1.2
8338,65,10.0,3.2,1.6
8339,76,9.9,4.2,1.6
8340,60,15.9,3.7,2.3
8341,58,6.8,2.8,1.4
8342,7,3.1,0.9,2.6
8343,8,1.9,0.6,1.0
8344,52,5.9,1.5,1.3
8345,78,13.9,6.1,1.7
8346,9,2.2,0.4,0.3
8347,77,10.1,2.8,3.6
8348,71,16.1,10.5,2.2
8349,73,8.3,6.8,2.4
8350,16,1.8,0.5,0.3
8351,77,13.9,9.1,3.0
8352,62,7.1,3.1,1.1
8353,64,8.0,6.5,0.9
8354,71,23.4,10.2,1.7
8355,33,0.9,0.8,0.2
8356,79,8.3,7.6,1.2
8357,10,2.7,2.3,0.3
8358,16,2.0,1.8,0.3
8359,56,2.7,0.8,0.6
8360,62,21.5,3.5,4.8
8361,29,3.1,1.7,0.3
8362,41,15.8,10.5,1.2
8363,6,8.7,2.0,2.3
8364,9,1.9,2.0,0.2
8365,51,5.4,4.4,1.0
8366,79,11.7,8.2,3.7
8367,82,8.9,4.3,6.5
8368,36,3.0,1.2,0.2
8369,71,12.0,5.9,1.8
8370,53,7.4,2.7,3.6
8371,77,17.3,5.9,1.9
8372,80,11.8,2.4,2.0
8373,59,3.7,5.0,0.2
8374,16,2.3,1.9,1.1
8375,76,8.8,1.8,3.1
8376,74,8.3,2.7,0.7
8377,51,17.7,3.2,4.9
8378,74,16.0,8.2,1.5
8379,68,13.0,3.5,6.6
8380,77,10.0,2.1,4.1
8381,48,4.6,2.3,0.9
8382,47,5.3,3.2,1.2
8383,13,2.8,0.6,0.9
8384,36,2.7,2.8,0.6
8385,73,9.7,8.3,2.0
8386,76,19.3,4.9,4.1
8387,78,16.3,3.5,4.5
8388,35,2.1,1.1,0.3
8389,5,2.2,0.8,0.4
8390,74,4.0,2.3,0.5
8391,21,5.0,1.4,0.4
8392,81,12.7,6.7,2.6
8393,32,1.1,1.8,0.3
8394,80,12.1,3.4,2.6
8395,74,11.9,2.5,1.2
8396,43,16.1,4.2,5.1
8397,54,10.1,2.4,1.9
8398,55,3.4,1.2,0.5
8399,52,3.9,1.7,1.1
8400,4,1.5,0.3,3.3
8401,41,2.3,4.3,0.7
8402,14,3.2,1.2,1.1
8403,46,4.4,3.4,0.2
8404,82,9.5,5.1,5.5
8405,58,12.0,2.6,2.1
8406,58,11.5,4.8,1.0
8407,43,3.4,0.7,0.9
8408,3,0.7,0.3,0.0
8409,61,13.4,2.6,3.8
8410,81,17.0,5.2,6.1
8411,75,15.5,8.9,0.7
8412,70,12.6,5.3,1.7
8413,59,24.1,12.7,3.6
8414,60,20.1,4.6,3.5
8415,29,1.9,1.9,0.1
8416,50,6.2,2.2,1.0
8417,44,21.1,7.0,2.2
8418,60,5.3,5.0,0.7
8419,67,6.8,3.0,1.0
8420,64,6.3,2.3,0.3
8421,75,7.3,3.9,1.3
8422,66,15.7,4.9,2.4
8423,23,1.6,0.9,0.5
8424,78,5.9,2.5,1.0
8425,40,24.2,6.6,3.1
8426,71,11.8,6.8,1.3
8427,70,7.2,3.8,0.4
8428,18,0.6,0.4,0.1
8429,21,2.0,0.3,0.4
8430,70,13.5,3.1,1.1
8431,62,6.8,1.5,1.0
8432,57,10.0,2.9,3.6
8433,15,5.3,1.2,1.0
8434,8,1.3,0.3,0.0
8435,72,17.2,7.4,0.7
8436,72,6.7,1.5,2.3
8437,22,1.6,1.3,0.1
8438,33,0.9,1.2,0.4
8439,63,17.0,3.9,5.2
8440,41,15.4,2.5,6.6
8441,27,5.3,3.1,1.1
8442,70,11.5,2.2,1.8
8443,12,1.6,1.0,0.3
8444,8,2.0,1.1,0.4
8445,29,5.7,1.9,0.5
8446,82,19.1,4.6,10.2
8447,82,11.5,15.0,0.7
8448,66,11.7,6.8,3.4
8449,2,0.0,1.0,0.5
8450,3,2.7,0.7,3.0
8451,49,7.9,5.2,1.7
8452,45,16.1,3.2,5.6
8453,58,6.6,2.9,1.0
8454,38,2.2,0.7,1.3
8455,5,0.4,0.2,0.4
8456,82,4.8,1.6,2.4
8457,66,5.2,3.9,0.8
8458,81,11.7,4.2,2.0
8459,30,6.3,2.7,0.6
8460,59,12.4,3.7,1.4
8461,68,4.8,0.7,0.8
8462,82,21.0,4.6,6.2
8463,33,0.6,0.3,0.1
8464,82,9.5,2.0,4.3
8465,77,10.1,2.3,2.0
8466,79,6.8,2.4,2.4
8467,50,3.7,2.9,0.3
8468,80,11.5,3.7,2.2
8469,61,5.5,5.5,1.2
8470,62,7.6,5.8,1.6
8471,12,2.7,3.0,0.2
8472,39,5.4,2.5,0.9
8473,29,1.7,1.8,0.7
8474,74,8.6,6.5,0.9
8475,69,15.9,10.2,2.1
8476,42,1.9,1.9,0.2
8477,17,0.8,0.9,0.2
8478,1,2.0,0.0,0.0
8479,40,14.8,3.4,6.9
8480,83,12.4,6.4,3.3
8481,17,4.2,2.6,1.9
8482,42,9.1,3.0,4.7
8483,20,2.7,1.3,1.1
8484,70,12.0,7.9,1.5
8485,14,2.7,1.1,0.5
8486,36,4.6,1.2,1.9
8487,59,11.9,3.2,3.5
8488,30,3.1,0.9,0.5
8489,80,12.0,8.7,0.5
8490,75,6.0,3.8,0.9
8491,63,4.5,3.3,0.7
8492,34,2.9,1.9,0.5
8493,79,17.6,4.6,10.0
8494,21,2.0,1.0,0.6
8495,21,4.7,0.8,2.9
8496,24,5.6,1.6,0.5
8497,67,7.0,4.7,0.9
8498,24,3.9,3.2,0.5
8499,69,2.7,4.0,0.4
8500,48,3.5,4.0,0.3
8501,49,1.8,1.9,0.1
8502,80,14.4,4.8,3.7
8503,79,5.0,2.2,2.3
8504,51,2.7,0.8,0.5
8505,41,5.3,3.3,0.9
8506,60,11.1,1.7,1.3
8507,59,4.3,1.2,0.8
8508,62,7.9,3.2,1.2
8509,75,21.7,3.2,5.2
8510,80,6.0,2.4,1.1
8511,51,5.8,3.9,1.2
8512,70,17.8,4.7,6.8
8513,75,12.1,4.1,2.6
8514,33,2.2,2.2,0.8
8515,43,4.2,2.7,2.0
8516,81,5.2,5.3,0.5
8517,35,22.3,5.7,5.6
8518,77,21.7,3.2,2.9
8519,66,5.7,1.8,2.2
8520,79,13.4,4.4,2.3
8521,79,6.6,3.6,0.7
8522,39,20.0,3.6,2.3
8523,75,16.4,9.7,2.2
8524,47,6.9,6.6,1.6
8525,27,25.4,6.6,4.1
8526,11,1.8,1.7,0.5
8527,82,12.7,3.1,1.3
8528,75,5.2,3.0,1.0
8529,75,12.6,8.9,1.2
8530,68,3.6,4.7,0.8
8531,28,4.2,1.0,3.1
8532,62,17.3,3.5,5.1
8533,64,10.3,4.7,1.7
8534,64,16.5,7.2,2.5
8535,1,0.0,0.0,0.0
8536,62,6.9,6.2,0.8
8537,61,8.2,4.5,3.9
8538,67,7.2,9.6,4.7
8539,50,3.6,0.8,1.2
8540,63,8.3,2.3,4.0
8541,64,15.8,1.9,2.5
8542,3,1.0,0.7,1.0
8543,82,7.7,3.6,1.1
8544,16,1.7,1.6,0.1
8545,25,12.3,5.5,1.7
8546,19,11.9,1.9,2.1
8547,23,4.6,2.7,0.1
8548,24,2.6,1.9,0.2
8549,74,5.2,2.2,1.0
8550,70,12.1,3.1,2.8
8551,78,16.4,2.1,1.8
8552,73,7.6,6.2,0.8
8553,77,7.5,1.7,3.4
8554,55,6.1,1.8,3.3
8555,67,16.4,2.3,4.2
8556,47,9.2,1.9,2.1
8557,62,8.0,3.6,2.2
8558,61,4.3,5.8,0.5
8559,30,1.9,0.5,0.4
8560,71,8.8,2.8,1.2
8561,24,7.3,3.4,1.2
8562,73,8.0,4.9,1.1
8563,62,3.7,1.6,0.6
8564,48,11.8,10.0,0.1
8565,82,10.1,5.5,1.4
8566,82,9.5,2.6,3.7
8567,62,5.0,2.8,0.8
8568,65,20.0,5.8,3.3
8569,81,27.4,5.7,7.0
8570,57,4.4,1.1,0.4
8571,77,7.8,2.7,3.0
8572,2,0.0,1.5,0.0
8573,44,3.1,2.4,0.3
8574,74,11.2,2.6,4.6
8575,47,6.3,2.3,0.9
8576,38,2.4,1.9,0.3
8577,6,1.5,0.5,0.3
8578,65,6.3,3.0,1.2
8579,29,4.4,1.8,0.8
8580,37,2.6,1.7,0.3
8581,73,15.9,2.5,7.0
8582,78,15.0,4.2,1.7
8583,51,2.7,2.3,0.3
8584,17,3.5,4.5,0.9
8585,81,6.1,6.5,1.0
8586,77,7.0,1.6,1.9
8587,82,8.0,4.0,1.7
8588,19,9.1,3.5,2.0
8589,61,3.3,3.3,0.3
8590,80,12.0,3.1,4.7
8591,19,3.0,1.8,0.2
8592,58,13.3,7.6,2.3
8593,72,7.2,3.1,1.8
8594,19,1.8,0.5,0.5
8595,9,4.6,0.3,0.9
8596,31,3.4,1.4,0.4
8597,15,4.1,2.5,0.1
8598,70,7.9,3.7,1.4
8599,81,9.7,7.3,0.7
8600,77,9.8,3.5,1.3
8601,68,15.3,7.8,2.1
8602,80,7.3,2.7,1.8
8603,76,12.3,2.9,1.9
8604,40,9.8,2.1,1.2
8605,74,12.1,4.0,3.5
8606,69,8.9,2.4,0.8
8607,72,8.7,2.9,1.0
8608,80,16.9,7.7,4.3
8609,45,3.8,1.5,0.6
8610,72,14.1,3.8,5.8
8611,80,19.7,5.0,3.7
8612,82,10.1,7.1,1.7
8613,79,15.3,8.8,2.3
8614,18,2.4,2.3,0.3
8615,23,5.7,2.0,4.0
8616,66,11.7,4.9,1.8
8617,73,14.2,11.8,0.4
8618,14,6.5,5.1,0.6
8619,76,8.6,9.4,1.7
8620,66,3.6,1.0,1.0
8621,71,9.3,7.1,1.5
8622,54,5.8,3.8,1.7
8623,77,11.0,2.3,1.8
8624,82,22.2,3.0,6.2
8625,77,12.6,4.0,6.5
8626,74,10.9,2.1,4.1
8627,81,7.5,4.1,1.2
8628,46,7.0,5.6,0.7
8629,81,10.5,4.9,4.4
8630,79,15.4,2.8,2.7
8631,58,4.4,3.9,0.2
8632,78,9.8,2.6,2.0
8633,75,18.3,6.5,1.8
8634,61,7.0,2.8,4.4
8635,37,6.2,2.9,1.1
8636,81,9.4,2.4,0.7
8637,81,14.0,9.5,7.4
8638,30,2.7,2.8,0.4
8639,1,6.0,4.0,1.0
8640,71,13.7,11.8,1.4
8641,69,5.8,4.0,0.6
8642,74,19.0,4.1,4.6
8643,35,5.9,3.8,0.7
8644,59,7.5,2.3,1.7
8645,11,2.3,1.9,0.3
8646,73,10.7,3.6,6.4
8647,20,1.8,1.8,1.0
8648,5,1.6,0.8,0.8
8649,17,4.1,3.7,1.1
8650,68,12.8,3.4,5.5
8651,82,12.7,8.1,0.4
8652,31,20.4,4.0,6.1
8653,45,15.2,2.2,2.7
8654,8,1.0,1.4,0.1
8655,9,1.4,0.7,0.3
8656,74,10.4,5.4,0.9
8657,81,6.5,7.4,1.1
8658,2,0.0,0.5,0.0
8659,75,16.3,1.9,1.4
8660,77,12.4,2.8,1.7
8661,30,2.4,1.8,0.1
8662,66,8.8,3.8,1.2
8663,78,11.7,3.2,3.0
8664,76,5.6,1.9,2.3
8665,52,10.4,2.7,3.1
8666,6,1.5,0.0,0.2
8667,67,20.9,5.3,4.8
8668,29,4.3,8.8,3.8
8669,3,7.3,1.7,1.0
8670,5,0.6,0.6,0.4
8671,81,4.2,1.9,1.2
8672,81,12.2,3.6,3.9
8673,77,9.7,4.7,1.8
8674,41,3.8,1.2,1.6
8675,59,7.9,4.9,0.9
8676,57,7.0,3.9,0.9
8677,43,4.1,1.3,0.8
8678,77,19.9,4.9,10.2
8679,66,3.0,2.7,0.5
8680,67,8.5,5.6,1.1
8681,78,4.4,3.7,0.8
8682,60,12.8,9.1,0.7
8683,55,6.0,1.7,1.1
